Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
department of motor vehicles,0.06,1000000,-,823000,0.18,-,-,-,1000000,823000,823000,1000000,823000,1000000,823000,823000,823000,823000,1000000,1000000
bill of sale,0.37,550000,-,450000,0.34,-,-,-,450000,450000,450000,550000,450000,368000,301000,368000,450000,450000,450000,450000
plagiarism checker,0.24,201000,-,90500,0.6,-,-,-,74000,135000,135000,135000,90500,74000,110000,135000,110000,74000,40500,40500
inmate search,0.13,1830000,-,1830000,0.19,-,-,-,2240000,1830000,1830000,1830000,1830000,2240000,1830000,1830000,1830000,1830000,1500000,1830000
marine corps,0.2,1830000,-,1830000,1.86,-,-,-,1500000,1500000,1500000,2240000,1830000,1830000,1500000,2240000,1830000,1500000,1500000,1220000
inmate locator,0.13,673000,-,550000,0.19,-,-,-,673000,673000,550000,673000,550000,673000,673000,673000,550000,550000,550000,550000
haiti earthquake,0.23,368000,-,201000,1.37,-,-,-,74000,165000,201000,550000,201000,301000,165000,201000,165000,165000,74000,74000
ssdi,0.32,165000,-,135000,2.53,-,-,-,165000,165000,165000,165000,165000,165000,135000,135000,135000,135000,110000,110000
txu,0.27,246000,-,165000,1.08,-,-,-,201000,165000,165000,201000,201000,201000,165000,165000,165000,165000,165000,165000
social security card replacement,0.35,135000,-,135000,0.92,-,-,-,110000,90500,90500,90500,110000,165000,135000,135000,165000,165000,165000,165000
usmc,0.18,1830000,-,1500000,1.7,-,-,-,1500000,1500000,1220000,1830000,1500000,1500000,1220000,1830000,1500000,1220000,1220000,1220000
taxslayer,0.08,90500,-,90500,0.5,-,-,-,22200,27100,165000,165000,368000,301000,22200,12100,14800,9900,14800,14800
sharron angle,0.02,110000,-,110000,2.36,-,-,-,9900,8100,9900,14800,18100,74000,40500,201000,450000,165000,110000,135000
power of attorney,0.59,1500000,-,550000,1.31,-,-,-,550000,550000,550000,673000,550000,673000,450000,550000,550000,550000,550000,450000
air force academy,0.13,450000,-,201000,1.29,-,-,-,201000,201000,201000,246000,201000,246000,201000,201000,246000,246000,201000,165000
social security benefits,0.49,368000,-,368000,1.77,-,-,-,368000,368000,450000,550000,450000,450000,368000,301000,301000,301000,301000,301000
tsa jobs,0.34,74000,-,60500,0.27,-,-,-,74000,60500,74000,60500,60500,60500,60500,90500,60500,60500,60500,90500
patent search,0.42,201000,-,110000,3.59,-,-,-,110000,110000,110000,135000,135000,165000,110000,110000,110000,110000,110000,90500
uscis forms,0.24,74000,-,74000,0.99,-,-,-,74000,74000,90500,90500,74000,74000,60500,60500,60500,60500,60500,60500
unemployment pa,0.16,368000,-,368000,0.58,-,-,-,368000,301000,301000,368000,368000,450000,368000,301000,301000,301000,368000,450000
pendleton,0.17,823000,-,673000,0.58,-,-,-,673000,673000,550000,673000,673000,673000,673000,673000,550000,673000,550000,550000
irs phone number,0.22,74000,-,74000,0.43,-,-,-,60500,74000,135000,110000,165000,110000,49500,40500,40500,40500,49500,49500
tax forms,0.21,1830000,-,1500000,1.65,-,-,-,673000,673000,4090000,3350000,3350000,2740000,823000,550000,673000,550000,550000,550000
rick perry,0.06,110000,-,110000,0.61,-,-,-,450000,135000,49500,49500,49500,49500,33100,165000,165000,60500,40500,40500
1099 form,0.23,246000,-,246000,1.58,-,-,-,90500,90500,246000,368000,550000,823000,165000,110000,110000,110000,90500,90500
dmv nj,0.09,301000,-,301000,0.2,-,-,-,301000,301000,301000,301000,246000,301000,246000,301000,246000,246000,301000,246000
green card,0.28,1500000,-,673000,2.13,-,-,-,823000,823000,673000,823000,673000,823000,550000,673000,823000,673000,673000,673000
notary public,0.45,450000,-,368000,1.57,-,-,-,301000,301000,301000,450000,450000,368000,301000,301000,301000,301000,301000,301000
texas dmv,0.14,135000,-,135000,0.22,-,-,-,165000,135000,135000,165000,135000,135000,110000,110000,135000,135000,135000,135000
tax brackets 2010,0.09,165000,-,135000,0.57,-,-,-,9900,14800,90500,110000,201000,301000,246000,135000,135000,110000,90500,90500
bah rates,0.07,110000,-,110000,0.33,-,-,-,90500,74000,74000,90500,90500,135000,201000,110000,110000,90500,90500,74000
license plate search,0.64,135000,-,110000,0.64,-,-,-,110000,110000,110000,135000,110000,135000,110000,110000,110000,110000,110000,110000
navyfed,0.1,33100,-,33100,0.25,-,-,-,40500,40500,40500,40500,33100,33100,33100,27100,33100,27100,27100,27100
w-9 form 2010,0.14,90500,-,90500,0.1,-,-,-,12100,27100,40500,27100,60500,201000,165000,165000,135000,135000,135000,110000
prepaid legal,0.28,135000,-,110000,1.05,-,-,-,110000,110000,110000,135000,110000,135000,110000,110000,135000,135000,110000,110000
martindale hubbell,0.11,49500,-,49500,0.31,-,-,-,49500,40500,40500,49500,49500,49500,40500,49500,49500,49500,49500,49500
inmate lookup,0.12,1830000,-,1830000,0.2,-,-,-,1830000,1830000,1500000,1830000,1500000,1830000,1830000,1830000,1500000,1500000,1500000,1500000
obamacare,0.22,165000,-,165000,1.73,-,-,-,165000,135000,135000,165000,201000,301000,135000,201000,201000,135000,90500,74000
2010 census,0.08,368000,-,301000,0.37,-,-,-,246000,301000,368000,550000,368000,301000,368000,165000,165000,135000,110000,110000
income tax calculator,0.26,368000,-,110000,1.37,-,-,-,60500,60500,90500,110000,165000,301000,135000,90500,74000,74000,60500,60500
power of attorney form,0.78,201000,-,165000,1.04,-,-,-,165000,165000,165000,201000,165000,201000,135000,165000,165000,165000,165000,165000
green card lottery,0.41,201000,-,60500,0.8,-,-,-,49500,90500,40500,40500,40500,40500,27100,74000,165000,49500,33100,40500
republican party,0.05,301000,-,301000,0.97,-,-,-,165000,246000,246000,301000,246000,246000,201000,450000,450000,301000,201000,165000
passports,0.37,11100000,-,4090000,1.77,-,-,-,4090000,4090000,4090000,5000000,4090000,5000000,3350000,3350000,3350000,3350000,3350000,3350000
rotc,0.17,673000,-,550000,2.14,-,-,-,368000,450000,550000,673000,550000,673000,450000,550000,550000,550000,450000,368000
maryland unemployment,0.24,110000,-,110000,0.64,-,-,-,90500,90500,90500,110000,110000,135000,110000,110000,110000,90500,110000,110000
renewable energy,0.39,1220000,-,450000,5.25,-,-,-,368000,550000,550000,673000,550000,550000,450000,450000,450000,450000,301000,301000
register to vote,0.21,201000,-,165000,0.75,-,-,-,60500,60500,60500,60500,74000,110000,90500,450000,673000,246000,110000,74000
army reserve,0.21,201000,-,165000,1.85,-,-,-,165000,165000,165000,201000,165000,201000,165000,165000,165000,165000,165000,165000
dmv hours,0.07,201000,-,201000,0.1,-,-,-,246000,201000,246000,246000,201000,201000,201000,201000,201000,165000,201000,165000
dmv nc,0.04,301000,-,301000,0.13,-,-,-,368000,301000,301000,368000,301000,301000,246000,301000,301000,301000,301000,301000
low income apartments,0.82,368000,-,368000,1.24,-,-,-,368000,368000,368000,450000,450000,550000,368000,368000,368000,368000,368000,301000
efile,0.27,823000,-,368000,4.81,-,-,-,110000,135000,1000000,673000,1000000,823000,135000,90500,110000,90500,90500,110000
cap and trade,0.16,90500,-,74000,0.7,-,-,-,33100,49500,49500,49500,40500,49500,60500,165000,135000,74000,60500,90500
cook county jail,0.15,74000,-,74000,0.17,-,-,-,60500,60500,74000,90500,74000,74000,60500,74000,74000,60500,60500,60500
1040 form,0.14,450000,-,368000,0.92,-,-,-,165000,135000,1000000,823000,1000000,823000,201000,135000,165000,135000,110000,110000
ccr.gov,0.11,33100,-,27100,0.24,-,-,-,27100,27100,22200,27100,27100,27100,22200,27100,27100,33100,33100,33100
rental agreement,0.67,450000,-,301000,0.82,-,-,-,368000,368000,301000,368000,301000,368000,246000,301000,301000,301000,368000,368000
david hoicka,0,33100,-,33100,0.1,-,-,-,165000,165000,40500,18100,12100,0,46,28,16,12,46,22
txu energy,0.45,60500,-,60500,1.33,-,-,-,40500,40500,33100,40500,49500,49500,60500,60500,74000,74000,74000,74000
w9 form,0.08,301000,-,301000,0.11,-,-,-,246000,246000,246000,301000,301000,550000,301000,301000,301000,246000,246000,246000
federal tax forms,0.27,165000,-,165000,1.4,-,-,-,60500,60500,450000,301000,368000,301000,74000,40500,49500,49500,40500,49500
notary,0.4,1500000,-,1000000,1.74,-,-,-,1000000,823000,823000,1220000,1220000,1000000,823000,823000,823000,823000,823000,823000
amber alert,0.17,135000,-,110000,0.9,-,-,-,90500,110000,110000,110000,90500,135000,90500,90500,135000,74000,74000,135000
trademark search,0.49,90500,-,60500,3.12,-,-,-,60500,60500,60500,74000,60500,74000,49500,60500,60500,60500,60500,60500
north carolina dmv,0.05,246000,-,246000,0.13,-,-,-,301000,246000,246000,301000,246000,246000,201000,246000,246000,246000,246000,246000
mycaa,0.42,49500,-,49500,3.75,-,-,-,40500,40500,33100,40500,33100,74000,49500,60500,60500,33100,60500,49500
census 2010,0.08,368000,-,301000,0.41,-,-,-,246000,301000,368000,550000,368000,301000,368000,165000,165000,135000,110000,110000
military pay chart 2010,0.12,74000,-,60500,0.18,-,-,-,3600,3600,5400,6600,9900,40500,90500,90500,110000,110000,135000,135000
military pay,0.12,550000,-,550000,0.63,-,-,-,450000,450000,823000,673000,450000,673000,550000,550000,450000,450000,450000,450000
va benefits,0.38,165000,-,165000,2.45,-,-,-,165000,165000,165000,201000,165000,201000,165000,135000,135000,135000,135000,135000
drunk driving,0.41,1000000,-,550000,7.54,-,-,-,450000,550000,550000,823000,673000,673000,673000,823000,673000,550000,450000,368000
military pay chart,0.11,246000,-,246000,0.32,-,-,-,246000,246000,246000,246000,201000,368000,301000,246000,246000,201000,201000,201000
christine o donnell for senate,0.02,27100,-,27100,1.3,-,-,-,91,140,140,140,260,720,2900,18100,49500,246000,880,390
immigration forms,0.51,110000,-,60500,1.17,-,-,-,60500,60500,60500,74000,74000,74000,49500,60500,60500,60500,60500,60500
irs tax forms,0.23,110000,-,110000,1.3,-,-,-,40500,33100,246000,201000,246000,201000,60500,40500,40500,40500,33100,33100
ftb.ca.gov,0.09,27100,-,27100,0.34,-,-,-,27100,18100,60500,40500,40500,33100,14800,14800,14800,14800,12100,18100
marriage license,0.38,823000,-,673000,0.55,-,-,-,823000,823000,673000,823000,673000,823000,550000,550000,673000,673000,673000,673000
georgia dmv,0.04,135000,-,135000,0.19,-,-,-,135000,135000,135000,165000,135000,135000,110000,110000,135000,135000,135000,135000
lease agreement,0.63,550000,-,368000,0.84,-,-,-,368000,368000,368000,450000,368000,450000,301000,368000,368000,368000,450000,368000
national debt clock,0.1,40500,-,33100,0.56,-,-,-,27100,40500,60500,40500,40500,49500,33100,40500,33100,27100,22200,22200
unemployment insurance,0.16,823000,-,673000,1.79,-,-,-,450000,450000,450000,550000,550000,823000,823000,673000,550000,550000,550000,1000000
ssi disability,0.66,60500,-,60500,3.93,-,-,-,60500,60500,49500,49500,60500,74000,60500,60500,60500,60500,49500,60500
living will,0.46,246000,-,201000,1.59,-,-,-,201000,165000,165000,246000,201000,246000,165000,165000,165000,165000,165000,135000
illinois dmv,0.04,110000,-,110000,0.12,-,-,-,135000,110000,110000,135000,110000,110000,110000,110000,110000,110000,135000,110000
chapter 7 bankruptcy,0.74,135000,-,135000,8.82,-,-,-,110000,110000,110000,135000,135000,165000,135000,135000,165000,135000,135000,135000
alex sink,0.05,40500,-,40500,1.65,-,-,-,2400,2400,3600,3600,6600,12100,18100,135000,165000,60500,60500,14800
tax refund calculator,0.41,165000,-,90500,1.54,-,-,-,9900,8100,33100,60500,201000,550000,165000,60500,40500,27100,18100,12100
redcross,0.15,1830000,-,1000000,1.32,-,-,-,1000000,1500000,1220000,2240000,1000000,1000000,673000,823000,823000,823000,823000,673000
cook county inmate search,0.15,33100,-,33100,0.12,-,-,-,-,40500,40500,33100,33100,40500,33100,33100,33100,33100,33100,33100
irs 1040,0.16,165000,-,165000,1.08,-,-,-,60500,60500,450000,368000,368000,301000,74000,49500,60500,49500,40500,40500
medicaid eligibility,0.35,110000,-,110000,1.04,-,-,-,90500,90500,90500,110000,110000,135000,90500,110000,110000,90500,90500,90500
2010 tax tables,0.12,165000,-,135000,0.34,-,-,-,27100,33100,301000,246000,301000,368000,165000,90500,74000,60500,49500,49500
hcso arrest inquiry,0.03,22200,-,18100,0.13,-,-,-,8100,18100,14800,5400,14800,27100,22200,27100,27100,22200,22200,27100
private investigator,0.64,550000,-,301000,5.63,-,-,-,246000,246000,246000,368000,301000,368000,246000,301000,301000,246000,246000,246000
bill of sale form,0.45,110000,-,90500,0.29,-,-,-,90500,90500,90500,110000,90500,90500,74000,74000,90500,90500,110000,110000
unemployment nj,0.15,246000,-,246000,0.61,-,-,-,246000,246000,246000,246000,246000,301000,301000,246000,201000,201000,201000,246000
armed forces vacation club,0.19,22200,-,22200,0.14,-,-,-,27100,27100,22200,27100,22200,27100,18100,18100,18100,18100,22200,22200
inheritance tax,0.2,301000,-,135000,0.82,-,-,-,90500,90500,110000,135000,135000,135000,165000,135000,135000,135000,110000,135000
pennsylvania unemployment,0.16,368000,-,368000,0.54,-,-,-,301000,301000,301000,301000,301000,450000,368000,301000,301000,301000,368000,368000
ein number,0.39,201000,-,201000,1.95,-,-,-,135000,165000,246000,246000,301000,450000,135000,110000,135000,110000,110000,110000
immigration laws,0.34,368000,-,246000,1.57,-,-,-,201000,201000,201000,246000,201000,201000,165000,246000,301000,301000,246000,450000
lemon law,0.61,165000,-,135000,9.47,-,-,-,135000,135000,110000,165000,135000,135000,135000,135000,135000,135000,135000,135000
medicare eligibility,0.69,40500,-,40500,3.26,-,-,-,40500,33100,40500,40500,40500,49500,40500,40500,40500,40500,40500,40500
army rangers,0.16,110000,-,90500,0.98,-,-,-,74000,110000,74000,90500,90500,90500,74000,90500,74000,90500,90500,74000
puppy mills,0.13,90500,-,74000,1.04,-,-,-,49500,74000,90500,90500,74000,74000,74000,110000,90500,60500,40500,49500
south carolina dmv,0.03,90500,-,90500,0.18,-,-,-,110000,90500,90500,110000,90500,90500,74000,74000,90500,90500,74000,74000
don t tread on me,0.36,90500,-,74000,1.34,-,-,-,90500,90500,90500,90500,74000,74000,60500,60500,74000,74000,74000,90500
ga dmv,0.04,135000,-,135000,0.17,-,-,-,135000,135000,110000,135000,110000,135000,110000,110000,110000,135000,135000,135000
alternative minimum tax,0.08,673000,-,135000,1.41,-,-,-,90500,90500,201000,246000,201000,165000,201000,135000,110000,90500,90500,90500
orange county jail,0.13,74000,-,60500,0.85,-,-,-,74000,74000,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500
emt training,0.71,135000,-,135000,3.76,-,-,-,135000,135000,110000,165000,135000,165000,110000,110000,110000,135000,135000,110000
mediation,0.23,1500000,-,450000,4.44,-,-,-,450000,450000,450000,550000,550000,550000,368000,450000,450000,450000,368000,368000
tax id number,0.47,301000,-,246000,1.75,-,-,-,201000,201000,246000,301000,368000,450000,165000,165000,165000,165000,165000,165000
income tax brackets,0.1,110000,-,74000,0.5,-,-,-,49500,49500,90500,90500,110000,135000,90500,60500,60500,49500,49500,40500
power to choose,0.56,49500,-,40500,2.58,-,-,-,49500,49500,49500,60500,49500,40500,27100,33100,33100,40500,40500,40500
s corporation,0.13,673000,-,450000,4.1,-,-,-,368000,368000,450000,673000,550000,550000,368000,368000,368000,368000,301000,301000
e file,0.25,1220000,-,450000,5.27,-,-,-,201000,246000,1000000,823000,1220000,1000000,246000,201000,201000,201000,165000,201000
medicaid florida,0.3,135000,-,135000,1.29,-,-,-,135000,135000,135000,165000,135000,165000,135000,135000,135000,135000,110000,110000
liheap,0.21,49500,-,49500,0.36,-,-,-,33100,27100,40500,60500,60500,74000,60500,90500,74000,40500,33100,27100
durable power of attorney,0.65,74000,-,74000,1.32,-,-,-,74000,74000,74000,90500,74000,74000,60500,74000,74000,60500,60500,60500
tax calculator 2010,0.28,165000,-,90500,1.5,-,-,-,8100,8100,49500,60500,135000,368000,201000,110000,74000,60500,40500,40500
tax software,0.66,301000,-,165000,4.16,-,-,-,74000,60500,201000,301000,368000,450000,165000,135000,110000,90500,90500,74000
disability benefits,0.55,246000,-,165000,3.44,-,-,-,165000,165000,165000,201000,201000,246000,165000,165000,165000,165000,165000,165000
tax preparation,0.49,550000,-,450000,4.71,-,-,-,165000,165000,673000,823000,1220000,1000000,301000,246000,246000,201000,165000,165000
minnesota dmv,0.03,74000,-,74000,0.1,-,-,-,110000,90500,90500,90500,74000,74000,60500,60500,74000,74000,74000,74000
solar city,0.46,74000,-,40500,2.71,-,-,-,74000,40500,40500,60500,40500,33100,27100,33100,33100,33100,27100,33100
4506t,0.14,60500,-,60500,0.47,-,-,-,60500,60500,60500,74000,60500,74000,60500,60500,60500,60500,49500,49500
tax deductions,0.17,1500000,-,1000000,4.9,-,-,-,450000,450000,1220000,1500000,1830000,1830000,1220000,823000,823000,673000,673000,823000
form 1099,0.23,246000,-,246000,1.56,-,-,-,90500,90500,246000,368000,550000,823000,165000,110000,110000,110000,90500,90500
fica tax,0.07,60500,-,49500,0.46,-,-,-,40500,40500,49500,49500,49500,110000,60500,40500,40500,40500,33100,33100
bill of sale template,0.34,40500,-,33100,0.38,-,-,-,40500,33100,33100,33100,33100,27100,22200,27100,33100,33100,33100,33100
divorce papers,0.74,165000,-,135000,2.7,-,-,-,135000,135000,135000,165000,165000,165000,135000,135000,135000,135000,135000,135000
air force football,0.09,49500,-,40500,1.07,-,-,-,12100,12100,12100,14800,14800,22200,49500,60500,110000,110000,33100,14800
standard deduction 2010,0.05,49500,-,49500,0.36,-,-,-,9900,12100,90500,90500,110000,135000,49500,22200,14800,12100,9900,8100
form w-9,0.08,301000,-,301000,0.11,-,-,-,246000,246000,246000,301000,301000,550000,301000,301000,301000,246000,246000,246000
taxcut,0.31,110000,-,110000,3.04,-,-,-,18100,22200,135000,135000,201000,246000,246000,49500,49500,49500,33100,33100
pat toomey,0.03,27100,-,22200,1.5,-,-,-,6600,9900,12100,12100,14800,22200,9900,74000,74000,22200,14800,9900
license plates,0.42,1220000,-,823000,0.62,-,-,-,823000,823000,823000,1000000,1000000,1000000,823000,823000,823000,823000,823000,823000
energy tax credits,0.24,135000,-,135000,3.59,-,-,-,49500,49500,90500,135000,165000,165000,246000,165000,135000,110000,90500,90500
non disclosure agreement,0.35,110000,-,49500,0.97,-,-,-,60500,49500,60500,74000,60500,60500,40500,49500,49500,49500,49500,40500
1040ez form,0.18,135000,-,135000,1.32,-,-,-,33100,33100,368000,246000,368000,301000,74000,49500,49500,40500,33100,33100
replacement social security card,0.35,135000,-,135000,0.93,-,-,-,110000,90500,90500,90500,110000,165000,135000,135000,165000,165000,165000,165000
2010 tax forms,0.2,246000,-,201000,1.26,-,-,-,40500,49500,673000,450000,550000,450000,90500,40500,33100,27100,18100,22200
post 911 gi bill,0.33,33100,-,33100,2.9,-,-,-,33100,33100,33100,33100,33100,40500,27100,27100,27100,33100,33100,27100
earned income tax credit,0.05,60500,-,60500,0.64,-,-,-,22200,27100,60500,74000,110000,165000,60500,33100,27100,22200,18100,18100
obama s birth certificate,0.02,49500,-,40500,1.02,-,-,-,14800,74000,246000,49500,18100,27100,18100,9900,9900,12100,22200,14800
tax refund,0.15,2740000,-,1500000,2.21,-,-,-,673000,1000000,2740000,3350000,4090000,3350000,1000000,550000,550000,550000,550000,550000
chapter 13,0.32,673000,-,368000,8.04,-,-,-,368000,368000,450000,450000,450000,450000,368000,368000,450000,368000,368000,368000
unemployment office,0.32,450000,-,368000,0.35,-,-,-,368000,301000,301000,368000,368000,550000,368000,368000,368000,368000,368000,450000
w9 form 2010,0.14,90500,-,90500,0.1,-,-,-,12100,27100,40500,27100,60500,201000,165000,135000,135000,135000,135000,110000
tax return,0.18,3350000,-,2740000,2.24,-,-,-,1000000,1220000,5000000,5000000,6120000,5000000,1220000,1000000,1000000,823000,823000,823000
sales tax calculator,0.3,60500,-,49500,0.82,-,-,-,49500,49500,60500,74000,60500,60500,49500,49500,40500,40500,40500,40500
ar drone,0.37,301000,-,60500,0.75,-,-,-,60500,49500,49500,60500,49500,60500,110000,60500,49500,90500,22200,12100
2011 tax brackets,0.05,110000,-,74000,0.69,-,-,-,90500,90500,135000,110000,110000,135000,60500,33100,27100,22200,14800,14800
geothermal,0.47,673000,-,368000,3.84,-,-,-,301000,450000,450000,450000,450000,368000,368000,368000,368000,301000,246000,246000
bail bonds,0.67,368000,-,368000,14.63,-,-,-,301000,301000,301000,450000,450000,450000,368000,368000,301000,301000,301000,301000
irs form 1040,0.17,74000,-,74000,0.72,-,-,-,33100,27100,201000,165000,165000,135000,40500,27100,33100,27100,22200,27100
w2 form,0.3,201000,-,201000,1.09,-,-,-,90500,90500,201000,246000,368000,823000,135000,90500,90500,90500,90500,90500
army national guard,0.2,165000,-,165000,1.67,-,-,-,165000,165000,135000,165000,165000,165000,135000,135000,135000,135000,135000,135000
citizenship test,0.43,246000,-,110000,0.45,-,-,-,110000,110000,110000,165000,110000,110000,74000,135000,90500,90500,74000,74000
tax slayer,0.08,90500,-,90500,0.49,-,-,-,22200,27100,165000,165000,368000,301000,22200,12100,12100,9900,14800,14800
probate,0.21,823000,-,550000,3.2,-,-,-,550000,550000,550000,673000,550000,673000,550000,550000,550000,550000,550000,550000
mn dmv,0.03,90500,-,90500,0.13,-,-,-,110000,90500,90500,90500,74000,74000,60500,74000,74000,74000,90500,90500
fedbizopps.gov,0.22,14800,-,14800,0.6,-,-,-,14800,12100,12100,14800,14800,14800,12100,12100,12100,18100,22200,22200
child support calculator,0.13,246000,-,201000,0.69,-,-,-,201000,201000,201000,246000,201000,246000,165000,201000,201000,201000,201000,201000
veterans benefits,0.48,201000,-,201000,2.66,-,-,-,201000,165000,165000,246000,201000,246000,165000,201000,201000,201000,165000,165000
small claims court,0.21,368000,-,201000,1.78,-,-,-,201000,201000,201000,246000,201000,246000,201000,201000,201000,201000,201000,201000
4506-t,0.15,60500,-,60500,0.45,-,-,-,60500,60500,60500,74000,60500,74000,60500,60500,60500,60500,60500,49500
post 9 11 gi bill,0.24,74000,-,74000,2.75,-,-,-,74000,74000,60500,74000,74000,90500,60500,60500,60500,74000,74000,60500
section 8 application,0.64,74000,-,74000,0.32,-,-,-,74000,74000,90500,90500,60500,90500,60500,60500,74000,74000,90500,90500
texting and driving,0.16,246000,-,201000,0.98,-,-,-,110000,246000,301000,301000,301000,201000,201000,368000,246000,165000,74000,90500
canada immigration,0.38,1000000,-,110000,2.17,-,-,-,90500,90500,90500,110000,110000,110000,90500,110000,110000,110000,110000,110000
chapter 13 bankruptcy,0.7,90500,-,90500,8.56,-,-,-,74000,74000,74000,90500,90500,90500,74000,90500,110000,90500,90500,74000
2010 tax table,0.12,165000,-,135000,0.36,-,-,-,27100,33100,301000,246000,301000,368000,165000,90500,74000,60500,49500,49500
pre paid legal,0.28,135000,-,110000,1.09,-,-,-,110000,110000,110000,135000,110000,135000,110000,110000,135000,110000,110000,90500
caljobs.ca.gov,0.14,14800,-,14800,0.44,-,-,-,8100,9900,12100,14800,14800,18100,14800,14800,14800,14800,14800,14800
new jersey dmv,0.09,246000,-,246000,0.18,-,-,-,301000,246000,246000,301000,246000,246000,246000,246000,246000,246000,246000,246000
tax return calculator,0.41,135000,-,90500,1.55,-,-,-,9900,8100,33100,60500,201000,550000,165000,60500,40500,22200,18100,12100
food poisoning signs,0.1,74000,-,40500,0.24,-,-,-,49500,40500,40500,49500,49500,49500,49500,49500,33100,33100,33100,40500
tax estimator,0.28,135000,-,110000,1.36,-,-,-,27100,22200,60500,90500,246000,550000,201000,90500,60500,40500,33100,27100
voting locations by zip code,0.31,18100,-,18100,0.61,-,-,-,390,1300,880,590,1300,1300,1000,201000,12100,1600,1900,590
chapter 7,0.35,1000000,-,450000,7.4,-,-,-,368000,450000,550000,673000,550000,550000,450000,550000,550000,450000,368000,368000
conflict resolution,0.2,301000,-,135000,3.22,-,-,-,135000,135000,165000,201000,165000,165000,110000,165000,165000,165000,110000,110000
i-9 form 2011,0.13,22200,-,22200,0.66,-,-,-,33100,60500,49500,60500,40500,33100,2900,590,140,91,16,16
citizenship application,0.41,165000,-,90500,1.29,-,-,-,90500,74000,74000,110000,90500,110000,74000,74000,74000,74000,74000,74000
international drivers license,0.62,110000,-,40500,1.37,-,-,-,60500,49500,49500,49500,40500,40500,33100,33100,40500,40500,49500,49500
w-2 form,0.3,201000,-,201000,1.04,-,-,-,90500,90500,201000,246000,368000,823000,135000,90500,90500,90500,90500,90500
