Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
workout routines,0.13,673000,-,450000,0.73,-,-,-,450000,450000,450000,550000,550000,673000,450000,450000,368000,368000,368000,450000
belly button rings,0.6,201000,-,165000,0.59,-,-,-,246000,201000,165000,201000,201000,201000,165000,165000,135000,135000,165000,201000
elliptical,0.56,1500000,-,823000,2.89,-,-,-,-,673000,823000,1000000,1000000,1500000,1000000,1000000,823000,673000,673000,550000
baby phat,0.71,368000,-,201000,0.37,-,-,-,135000,135000,135000,201000,201000,246000,201000,201000,201000,201000,201000,201000
fm cosmetics,0.07,450000,-,246000,1.36,-,-,-,320,480,590,1500000,1220000,480,320,480,480,260,170,170
alopecia,0.31,823000,-,201000,2.8,-,-,-,201000,201000,201000,246000,246000,301000,201000,201000,201000,201000,165000,165000
breast implants,0.55,1220000,-,823000,5.59,-,-,-,673000,673000,673000,823000,823000,1000000,673000,673000,673000,673000,673000,823000
breast augmentation,0.58,1220000,-,823000,5.29,-,-,-,673000,673000,673000,823000,823000,1000000,823000,823000,823000,823000,823000,823000
ibd,0.18,368000,-,135000,0.84,-,-,-,135000,135000,135000,165000,165000,165000,135000,135000,135000,135000,135000,110000
microdermabrasion,0.74,368000,-,165000,2.59,-,-,-,201000,201000,201000,246000,201000,201000,165000,165000,165000,135000,135000,135000
cloth diapers,0.56,301000,-,246000,1.68,-,-,-,246000,246000,246000,246000,246000,301000,201000,201000,201000,201000,201000,201000
virtual makeover,0.61,201000,-,90500,0.61,-,-,-,90500,90500,90500,90500,90500,110000,110000,90500,90500,90500,110000,110000
teeth whitening,0.7,1220000,-,550000,6.17,-,-,-,550000,450000,450000,673000,673000,673000,550000,450000,450000,368000,450000,450000
heel pain,0.53,201000,-,135000,1.66,-,-,-,165000,135000,135000,135000,110000,135000,110000,110000,135000,135000,135000,110000
tea tree oil,0.34,368000,-,201000,1.11,-,-,-,201000,201000,201000,201000,201000,201000,165000,165000,165000,201000,201000,201000
jillian michaels 30 day shred,0.18,74000,-,49500,0.51,-,-,-,49500,60500,60500,60500,60500,90500,33100,27100,27100,33100,33100,60500
keratin,0.53,1500000,-,673000,1.3,-,-,-,823000,673000,673000,673000,673000,673000,550000,673000,823000,673000,673000,550000
tattoo removal,0.61,301000,-,201000,3.37,-,-,-,201000,201000,201000,201000,201000,201000,165000,165000,201000,201000,201000,201000
bath and body,0.19,1500000,-,1220000,0.22,-,-,-,1500000,1000000,1000000,1000000,1000000,1500000,2740000,1830000,1000000,823000,673000,673000
oscar de la renta,0.54,201000,-,90500,1.49,-,-,-,74000,90500,74000,90500,90500,110000,90500,90500,90500,90500,90500,74000
toenail fungus,0.61,368000,-,246000,2.2,-,-,-,301000,301000,246000,301000,246000,246000,201000,201000,201000,246000,246000,301000
bmi chart for women,0.23,60500,-,40500,0.58,-,-,-,18100,18100,18100,18100,49500,90500,49500,49500,49500,40500,33100,27100
beach body,0.14,368000,-,246000,0.49,-,-,-,301000,301000,368000,368000,301000,301000,201000,165000,201000,201000,201000,246000
treadmills,0.7,1830000,-,1000000,2.9,-,-,-,673000,673000,823000,1220000,1500000,1830000,1500000,1220000,1000000,823000,823000,673000
oral b,0.83,1000000,-,165000,1.34,-,-,-,135000,135000,135000,165000,165000,201000,246000,246000,246000,201000,135000,135000
lace front wigs,0.89,165000,-,135000,0.91,-,-,-,110000,110000,110000,135000,135000,165000,135000,135000,135000,110000,110000,110000
xylitol,0.55,165000,-,90500,2.08,-,-,-,90500,90500,90500,90500,90500,90500,74000,74000,90500,74000,74000,74000
paper lanterns,0.87,165000,-,110000,0.99,-,-,-,165000,135000,110000,135000,110000,135000,90500,90500,110000,110000,135000,135000
paul frank,0.4,450000,-,110000,0.48,-,-,-,110000,90500,90500,110000,110000,110000,135000,110000,110000,110000,110000,110000
treadmill reviews,0.76,135000,-,90500,3.02,-,-,-,60500,49500,60500,90500,110000,165000,135000,110000,74000,60500,49500,49500
pull up bar,0.64,165000,-,110000,0.98,-,-,-,110000,110000,110000,110000,110000,165000,110000,90500,90500,110000,110000,110000
carolina herrera,0.53,673000,-,74000,1.07,-,-,-,74000,74000,74000,74000,90500,74000,74000,74000,74000,90500,60500,60500
elizabeth arden,0.6,368000,-,110000,1.16,-,-,-,90500,110000,90500,110000,110000,110000,135000,110000,90500,90500,90500,90500
merle norman,0.26,74000,-,60500,0.25,-,-,-,60500,74000,60500,74000,74000,74000,74000,60500,60500,49500,49500,49500
dumbbells,0.4,823000,-,450000,1.28,-,-,-,450000,450000,450000,550000,550000,550000,450000,450000,368000,368000,368000,450000
bmi formula,0.28,60500,-,33100,0.47,-,-,-,22200,33100,33100,40500,40500,40500,33100,33100,40500,33100,27100,22200
eyelash extensions,0.72,301000,-,110000,2.9,-,-,-,135000,135000,110000,135000,135000,135000,90500,90500,90500,90500,90500,90500
beauty supply,0.23,1220000,-,1000000,0.33,-,-,-,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,823000,823000,823000,823000
shellac nail polish,0.6,49500,-,40500,0.41,-,-,-,49500,40500,40500,49500,49500,40500,33100,33100,33100,27100,27100,22200
tory burch outlet,0.85,40500,-,27100,1.36,-,-,-,-,60500,60500,60500,40500,27100,27100,27100,14800,9900,6600,5400
nyx cosmetics,0.58,90500,-,40500,0.49,-,-,-,40500,90500,40500,40500,40500,40500,40500,49500,40500,33100,33100,33100
lanvin,0.77,673000,-,110000,1.65,-,-,-,90500,74000,74000,90500,90500,110000,135000,301000,110000,90500,74000,74000
fm cosmetics romania,0,201000,-,110000,0.1,-,-,-,0,0,0,673000,673000,0,0,0,0,0,0,0
cosmetice romania,0,201000,-,110000,0.1,-,-,-,46,36,46,673000,550000,36,46,73,36,73,58,36
opi nail polish,0.71,246000,-,165000,0.42,-,-,-,201000,201000,201000,201000,201000,165000,135000,110000,110000,90500,110000,110000
schwinn,0.41,1000000,-,823000,0.64,-,-,-,1000000,1000000,823000,823000,550000,673000,673000,673000,673000,673000,823000,823000
coastal scents,0.23,246000,-,90500,0.19,-,-,-,74000,74000,74000,90500,90500,90500,110000,110000,90500,90500,74000,74000
body mass index,0.17,2240000,-,823000,0.41,-,-,-,-,823000,823000,1000000,1000000,1000000,823000,823000,823000,823000,673000,673000
cosmetics fm,0.07,450000,-,246000,1.54,-,-,-,320,480,590,1500000,1220000,480,320,480,480,260,170,170
stationary,0.58,1830000,-,823000,1.75,-,-,-,673000,823000,823000,1000000,1000000,1000000,1000000,1000000,823000,823000,823000,823000
liposuction,0.75,1220000,-,450000,6.5,-,-,-,450000,450000,450000,550000,550000,550000,450000,450000,450000,450000,450000,368000
colon cleanse,0.63,450000,-,301000,2.69,-,-,-,246000,201000,246000,301000,301000,450000,301000,301000,246000,301000,368000,368000
great clips coupons,0.44,90500,-,90500,0.24,-,-,-,110000,110000,110000,110000,90500,110000,90500,90500,74000,74000,90500,90500
elliptical machine,0.91,246000,-,165000,3.53,-,-,-,135000,135000,135000,201000,201000,301000,201000,201000,135000,135000,135000,135000
cosmoprof,0.09,165000,-,90500,0.68,-,-,-,110000,90500,90500,110000,90500,90500,74000,74000,74000,74000,60500,60500
bath salts,0.29,368000,-,301000,1.11,-,-,-,450000,550000,368000,550000,550000,450000,201000,135000,90500,74000,60500,49500
calculate bmi,0.2,201000,-,110000,0.46,-,-,-,90500,110000,110000,135000,110000,110000,90500,110000,110000,110000,60500,60500
miss america 2011,0.05,74000,-,74000,0.85,-,-,-,110000,14800,14800,22200,33100,550000,12100,5400,4400,4400,5400,3600
black hair styles,0.34,450000,-,368000,0.47,-,-,-,368000,368000,368000,368000,368000,368000,301000,301000,301000,301000,368000,368000
nordic track,0.65,368000,-,301000,1.59,-,-,-,201000,201000,201000,368000,368000,550000,450000,368000,246000,246000,201000,201000
foot pain,0.4,450000,-,301000,3.09,-,-,-,301000,301000,301000,301000,246000,301000,246000,246000,301000,301000,246000,246000
body jewelry,0.77,301000,-,201000,0.77,-,-,-,165000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000,201000
marc jacob,0.65,673000,-,201000,0.96,-,-,-,201000,201000,201000,246000,201000,165000,201000,201000,165000,165000,165000,135000
diane von furstenberg,0.96,301000,-,165000,1.86,-,-,-,201000,201000,165000,201000,201000,201000,201000,165000,135000,165000,135000,135000
short hair styles 2011,0.35,201000,-,135000,0.5,-,-,-,301000,301000,301000,301000,201000,90500,22200,12100,6600,4400,2900,1000
hairstyles for round faces,0.14,368000,-,201000,0.44,-,-,-,201000,165000,165000,246000,246000,246000,201000,201000,201000,201000,246000,201000
covergirl,0.42,368000,-,246000,0.57,-,-,-,246000,246000,246000,301000,301000,301000,201000,201000,165000,165000,165000,201000
nioxin,0.87,165000,-,110000,1.34,-,-,-,110000,90500,90500,110000,110000,110000,110000,110000,110000,110000,90500,90500
keratin hair treatment,0.65,110000,-,74000,1.33,-,-,-,90500,74000,74000,74000,74000,60500,60500,74000,90500,74000,90500,74000
stretch marks,0.47,823000,-,450000,2.75,-,-,-,550000,550000,450000,550000,450000,450000,368000,368000,368000,368000,450000,550000
cosmetice fm,0,165000,-,90500,0.1,-,-,-,5,12,12,550000,450000,0,0,0,0,0,0,0
essential oils,0.54,550000,-,301000,1.28,-,-,-,301000,301000,301000,368000,368000,368000,368000,368000,301000,301000,301000,301000
colonic,0.29,2740000,-,1220000,1.86,-,-,-,1500000,1220000,1220000,1830000,1500000,1830000,1220000,1220000,1220000,1220000,1220000,1000000
prom hairstyles 2011,0.07,74000,-,60500,0.5,-,-,-,22200,165000,246000,135000,60500,33100,4400,2900,1600,1000,390,210
crabtree and evelyn,0.68,165000,-,60500,0.39,-,-,-,49500,49500,49500,60500,49500,74000,135000,90500,49500,40500,40500,40500
kettlebell,0.48,673000,-,301000,1.44,-,-,-,301000,301000,301000,368000,368000,450000,301000,246000,301000,246000,246000,246000
cellulite,0.44,1500000,-,301000,3.59,-,-,-,450000,450000,368000,368000,301000,301000,201000,201000,246000,246000,301000,368000
bunion,0.45,368000,-,201000,1.57,-,-,-,246000,246000,201000,246000,201000,201000,165000,201000,201000,201000,165000,165000
24 hour fitness class schedule,0.14,40500,-,40500,0.23,-,-,-,-,40500,27100,18100,33100,60500,40500,40500,40500,40500,33100,49500
tummy tuck,0.7,368000,-,246000,4.55,-,-,-,246000,246000,246000,301000,246000,301000,201000,201000,201000,246000,246000,246000
nail art,0.26,1000000,-,246000,0.7,-,-,-,301000,301000,246000,246000,201000,246000,246000,201000,201000,201000,201000,246000
acne treatment,0.72,673000,-,301000,5.48,-,-,-,301000,246000,246000,301000,301000,368000,301000,368000,301000,301000,368000,301000
gillette,0.35,1500000,-,550000,1.72,-,-,-,673000,673000,550000,550000,550000,673000,673000,550000,550000,550000,550000,550000
john varvatos,0.78,135000,-,74000,0.88,-,-,-,74000,74000,74000,90500,74000,90500,110000,90500,90500,90500,74000,60500
hair loss,0.49,2240000,-,1000000,4.26,-,-,-,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1000000,1000000
exercise equipment,0.74,823000,-,450000,1.91,-,-,-,301000,301000,301000,450000,550000,673000,550000,450000,450000,368000,368000,368000
sauna,0.52,7480000,-,550000,3.35,-,-,-,450000,450000,450000,550000,550000,673000,550000,550000,450000,450000,550000,450000
personal trainer,0.54,1500000,-,673000,4.74,-,-,-,673000,673000,673000,823000,1000000,1000000,673000,673000,673000,550000,550000,550000
wolf trap,0.26,90500,-,74000,0.53,-,-,-,165000,110000,74000,74000,49500,33100,27100,33100,33100,60500,110000,135000
no no hair removal,0.71,135000,-,90500,1.22,-,-,-,110000,90500,90500,110000,135000,110000,90500,90500,74000,74000,74000,74000
sean john,0.38,673000,-,90500,0.48,-,-,-,-,74000,74000,90500,110000,110000,135000,135000,110000,110000,90500,90500
electrolysis,0.33,450000,-,201000,3.61,-,-,-,201000,246000,246000,246000,201000,246000,165000,201000,201000,165000,165000,165000
black hair magazine,0.46,40500,-,40500,0.3,-,-,-,33100,33100,33100,40500,40500,40500,40500,40500,40500,33100,33100,40500
bare essentials,0.53,74000,-,60500,1.81,-,-,-,49500,49500,49500,60500,60500,60500,74000,60500,49500,49500,49500,49500
hair styles 2010,0.19,1000000,-,450000,0.83,-,-,-,12100,18100,27100,49500,165000,450000,673000,823000,823000,823000,1000000,823000
denise austin,0.32,74000,-,60500,0.39,-,-,-,49500,49500,49500,60500,60500,90500,60500,60500,74000,74000,74000,60500
china glaze,0.27,246000,-,110000,0.44,-,-,-,135000,135000,165000,201000,165000,110000,74000,74000,74000,74000,74000,90500
hair salon games,0.31,135000,-,60500,0.18,-,-,-,60500,49500,60500,60500,60500,74000,60500,60500,60500,60500,74000,90500
burt s bees,0.54,135000,-,90500,0.65,-,-,-,74000,74000,74000,90500,90500,90500,110000,90500,90500,74000,60500,60500
bmi calculator female,0.27,90500,-,60500,0.37,-,-,-,110000,74000,49500,74000,74000,110000,60500,49500,33100,22200,18100,49500
lamisil,0.2,246000,-,74000,1.35,-,-,-,90500,74000,74000,74000,60500,60500,60500,60500,90500,110000,74000,90500
trampolines,0.79,1500000,-,550000,1.47,-,-,-,673000,673000,673000,673000,450000,550000,673000,673000,368000,450000,450000,550000
tory burch shoes,0.98,90500,-,49500,1.73,-,-,-,49500,60500,60500,60500,40500,49500,60500,60500,49500,49500,40500,33100
spray tan,0.46,550000,-,246000,1.89,-,-,-,368000,450000,450000,450000,246000,246000,165000,135000,201000,165000,201000,246000
resistance bands,0.56,246000,-,135000,0.93,-,-,-,135000,135000,135000,165000,165000,201000,135000,135000,135000,135000,135000,135000
ear gauges,0.43,110000,-,110000,0.61,-,-,-,90500,110000,110000,110000,110000,135000,135000,110000,110000,110000,90500,90500
ulta locations,0.2,27100,-,27100,0.16,-,-,-,22200,27100,27100,27100,22200,27100,49500,33100,27100,22200,27100,22200
clean and clear,0.18,7480000,-,4090000,1.77,-,-,-,4090000,4090000,4090000,5000000,5000000,5000000,3350000,3350000,4090000,3350000,3350000,3350000
donna karan,0.75,201000,-,90500,1.64,-,-,-,-,60500,60500,90500,90500,90500,110000,90500,90500,90500,74000,74000
arnica,0.46,550000,-,74000,1.1,-,-,-,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000,74000,74000
kripalu,0.13,60500,-,33100,0.17,-,-,-,40500,33100,40500,40500,40500,40500,33100,33100,33100,33100,33100,33100
keratin treatment,0.61,301000,-,201000,1.29,-,-,-,301000,246000,246000,246000,201000,165000,165000,201000,246000,201000,246000,201000
toothache,0.25,301000,-,165000,2.7,-,-,-,165000,165000,135000,201000,165000,201000,165000,165000,135000,135000,135000,135000
manic panic,0.1,110000,-,60500,0.3,-,-,-,74000,74000,60500,60500,60500,60500,49500,49500,60500,49500,40500,40500
foam roller,0.66,135000,-,74000,1.07,-,-,-,90500,74000,90500,90500,90500,90500,74000,74000,74000,60500,60500,60500
aquaphor,0.23,60500,-,40500,0.98,-,-,-,40500,49500,49500,49500,49500,60500,49500,49500,40500,33100,33100,33100
weight chart,0.22,673000,-,450000,0.55,-,-,-,450000,450000,368000,450000,450000,550000,368000,368000,368000,368000,368000,368000
tattoo supplies,0.65,165000,-,90500,1.3,-,-,-,-,90500,90500,110000,110000,110000,90500,90500,90500,90500,90500,90500
long hair styles for women,0.19,60500,-,49500,0.65,-,-,-,33100,33100,33100,40500,40500,40500,40500,49500,74000,74000,60500,40500
dentures,0.78,673000,-,368000,4.54,-,-,-,368000,368000,368000,450000,450000,450000,368000,368000,368000,301000,301000,301000
halitosis,0.36,135000,-,40500,2.42,-,-,-,33100,33100,33100,40500,40500,40500,40500,40500,40500,40500,33100,33100
flat belly diet,0.34,60500,-,40500,0.39,-,-,-,40500,49500,40500,49500,40500,60500,22200,27100,40500,40500,40500,40500
tanning salons,0.35,450000,-,450000,1.81,-,-,-,368000,450000,550000,823000,550000,450000,301000,246000,301000,301000,246000,301000
physicians formula,0.31,74000,-,60500,0.63,-,-,-,74000,90500,90500,110000,74000,74000,40500,40500,40500,40500,40500,40500
aromatherapy,0.52,450000,-,165000,1.48,-,-,-,135000,135000,135000,165000,201000,201000,201000,165000,165000,165000,135000,135000
nose rings,0.65,165000,-,90500,0.92,-,-,-,90500,90500,90500,110000,110000,110000,110000,90500,110000,90500,90500,90500
cosmetics,0.45,7480000,-,2740000,1.2,-,-,-,2240000,2240000,2240000,5000000,4090000,3350000,2740000,2740000,2240000,2240000,2240000,2240000
proform,0.51,673000,-,450000,1.44,-,-,-,301000,301000,368000,450000,550000,673000,550000,450000,368000,368000,301000,301000
jack lalanne juicer,0.68,60500,-,49500,0.61,-,-,-,33100,33100,33100,40500,60500,90500,60500,49500,40500,40500,40500,40500
swollen ankles,0.26,165000,-,90500,0.26,-,-,-,135000,135000,90500,90500,74000,74000,60500,60500,90500,110000,110000,135000
laser hair removal cost,0.92,74000,-,49500,8.92,-,-,-,49500,49500,49500,49500,49500,60500,49500,40500,49500,49500,49500,40500
acne scars,0.48,450000,-,246000,4.45,-,-,-,246000,246000,246000,301000,301000,301000,246000,246000,246000,246000,246000,201000
morton s neuroma,0.41,49500,-,33100,0.7,-,-,-,33100,33100,33100,40500,33100,33100,27100,33100,40500,33100,27100,27100
ear wax removal,0.21,74000,-,49500,0.72,-,-,-,49500,49500,49500,49500,49500,49500,40500,40500,40500,40500,40500,49500
jojoba oil,0.49,110000,-,60500,1.28,-,-,-,60500,60500,60500,60500,60500,74000,74000,49500,49500,49500,49500,49500
stretch mark removal,0.82,90500,-,60500,3.18,-,-,-,60500,60500,60500,74000,60500,74000,49500,40500,49500,49500,49500,60500
exercise ball,0.34,301000,-,165000,0.92,-,-,-,165000,165000,165000,201000,201000,246000,165000,165000,165000,165000,165000,165000
airbrush makeup,0.83,90500,-,60500,1.52,-,-,-,60500,60500,60500,74000,74000,74000,60500,60500,60500,60500,60500,49500
exercise bike,0.75,450000,-,201000,1.52,-,-,-,165000,165000,165000,201000,246000,301000,246000,246000,201000,165000,165000,165000
orthotics,0.52,368000,-,201000,1.73,-,-,-,201000,201000,201000,246000,201000,246000,165000,201000,201000,201000,201000,201000
mouth sores,0.18,368000,-,165000,0.67,-,-,-,201000,201000,165000,201000,201000,201000,165000,165000,201000,165000,165000,165000
tanning lotion,0.64,368000,-,246000,0.87,-,-,-,301000,368000,450000,550000,368000,246000,135000,135000,135000,135000,165000,201000
dry shampoo,0.56,165000,-,90500,1.28,-,-,-,90500,90500,90500,110000,110000,110000,74000,90500,110000,74000,90500,60500
proform treadmill,0.69,165000,-,135000,1.62,-,-,-,90500,90500,90500,135000,165000,246000,165000,165000,110000,90500,90500,90500
dry mouth,0.25,165000,-,110000,2.41,-,-,-,110000,110000,135000,135000,110000,135000,110000,110000,110000,110000,90500,90500
no no hair removal reviews,0.63,40500,-,27100,1.22,-,-,-,40500,33100,27100,33100,40500,40500,22200,22200,14800,14800,14800,14800
bunions,0.48,301000,-,165000,1.64,-,-,-,201000,201000,201000,201000,165000,165000,135000,165000,165000,165000,165000,165000
triathlon training,0.21,135000,-,74000,1.03,-,-,-,-,90500,74000,90500,74000,110000,74000,60500,60500,60500,74000,90500
straight razor,0.45,110000,-,74000,1.31,-,-,-,74000,74000,74000,90500,90500,90500,110000,90500,74000,74000,74000,60500
hair loss in women,0.79,201000,-,110000,3.96,-,-,-,90500,90500,74000,90500,90500,110000,110000,110000,110000,110000,90500,90500
epilator,0.62,368000,-,74000,1.09,-,-,-,90500,90500,74000,74000,60500,60500,60500,60500,60500,60500,74000,90500
recumbent bike,0.79,201000,-,165000,1.38,-,-,-,165000,135000,135000,165000,165000,201000,165000,135000,135000,135000,135000,135000
tory burch sale,0.94,49500,-,40500,1.4,-,-,-,49500,40500,40500,49500,33100,40500,60500,49500,33100,33100,33100,33100
adjustable dumbbells,0.86,60500,-,40500,1.27,-,-,-,40500,40500,40500,49500,49500,60500,49500,40500,33100,33100,33100,33100
melasma,0.38,135000,-,49500,2.21,-,-,-,74000,60500,49500,49500,40500,33100,27100,33100,40500,49500,60500,74000
washington sports club,0.07,33100,-,27100,0.39,-,-,-,27100,27100,27100,27100,33100,40500,27100,27100,27100,27100,27100,27100
respiratory therapist salary,0.29,27100,-,27100,2.06,-,-,-,27100,27100,22200,27100,27100,33100,22200,27100,27100,22200,27100,22200
haircut styles,0.14,6120000,-,3350000,0.65,-,-,-,-,4090000,3350000,4090000,4090000,4090000,3350000,3350000,3350000,3350000,3350000,4090000
opi shatter,0.49,74000,-,49500,0.4,-,-,-,74000,110000,110000,110000,110000,74000,12100,1600,1900,-,-,-
colon cleansing,0.63,450000,-,301000,2.76,-,-,-,246000,246000,246000,368000,368000,450000,301000,301000,246000,301000,301000,368000
nail fungus,0.58,246000,-,165000,2,-,-,-,-,201000,165000,201000,201000,201000,135000,135000,165000,165000,201000,201000
manuka honey,0.74,165000,-,49500,0.94,-,-,-,49500,49500,49500,49500,49500,60500,40500,40500,40500,40500,40500,33100
makeup tips,0.41,368000,-,165000,2.25,-,-,-,110000,135000,135000,165000,135000,165000,135000,135000,301000,135000,135000,135000
tori burch,0.85,60500,-,33100,1.15,-,-,-,40500,49500,40500,33100,27100,33100,49500,40500,27100,22200,22200,18100
mascara,0.46,4090000,-,450000,1.75,-,-,-,450000,450000,368000,450000,450000,450000,450000,450000,450000,368000,368000,368000
chemical peel,0.58,165000,-,110000,3.22,-,-,-,110000,110000,110000,135000,135000,135000,110000,110000,90500,90500,74000,74000
permanent makeup,0.6,246000,-,90500,2.02,-,-,-,90500,90500,90500,110000,110000,110000,74000,74000,74000,74000,74000,74000
tory burch flats,0.99,90500,-,60500,2.01,-,-,-,60500,74000,74000,74000,49500,60500,74000,74000,60500,49500,40500,40500
itchy scalp,0.4,110000,-,74000,1.72,-,-,-,74000,74000,74000,74000,74000,90500,60500,74000,74000,60500,60500,60500
body mass index for women,0.26,201000,-,135000,0.4,-,-,-,201000,135000,110000,135000,165000,246000,135000,135000,110000,90500,74000,110000
mens hairstyles 2011,0.16,74000,-,33100,1.47,-,-,-,74000,74000,74000,74000,49500,33100,9900,5400,2400,1300,880,390
belly rings,0.62,301000,-,246000,0.67,-,-,-,301000,246000,246000,301000,246000,246000,246000,201000,201000,201000,201000,246000
heel spur,0.59,110000,-,74000,1.08,-,-,-,90500,74000,74000,74000,60500,74000,60500,74000,74000,74000,74000,74000
tattoo magazine,0.2,74000,-,33100,0.47,-,-,-,33100,33100,33100,40500,33100,33100,27100,27100,33100,33100,33100,33100
zoya,0.16,201000,-,74000,0.64,-,-,-,74000,74000,110000,135000,74000,201000,49500,49500,49500,40500,40500,40500
rowing machine,0.71,165000,-,74000,1.34,-,-,-,60500,60500,60500,74000,90500,90500,90500,74000,60500,60500,60500,60500
nordictrack,0.64,368000,-,301000,1.61,-,-,-,201000,201000,201000,368000,368000,550000,450000,368000,246000,246000,201000,201000
people style watch,0.17,27100,-,22200,0.64,-,-,-,27100,27100,22200,27100,27100,27100,18100,22200,22200,22200,22200,22200
make up tips,0.41,368000,-,165000,2.24,-,-,-,110000,135000,135000,165000,135000,165000,135000,135000,301000,135000,135000,135000
bunion surgery,0.54,60500,-,40500,2.32,-,-,-,49500,40500,40500,40500,40500,40500,33100,40500,40500,40500,40500,40500
thermage,0.65,110000,-,49500,2.3,-,-,-,40500,40500,49500,49500,60500,49500,40500,40500,40500,49500,40500,40500
stationary bike,0.76,165000,-,135000,1.35,-,-,-,110000,110000,110000,135000,135000,201000,165000,135000,110000,110000,110000,110000
braun shaver,1,110000,-,60500,1.78,-,-,-,49500,40500,40500,49500,49500,60500,90500,74000,49500,49500,49500,49500
van cleef and arpels,0.47,135000,-,40500,1.15,-,-,-,49500,49500,40500,40500,40500,40500,49500,40500,33100,33100,33100,33100
10 minute trainer,0.5,60500,-,40500,0.9,-,-,-,90500,74000,60500,60500,49500,27100,12100,18100,14800,18100,18100,18100
great clips coupon,0.44,90500,-,90500,0.22,-,-,-,110000,110000,110000,110000,90500,110000,90500,90500,74000,74000,90500,90500
medicine ball,0.43,135000,-,74000,0.9,-,-,-,74000,74000,74000,90500,90500,90500,74000,74000,60500,60500,60500,60500
bridal hairstyles,0.22,450000,-,246000,0.54,-,-,-,301000,301000,246000,246000,201000,246000,135000,135000,201000,246000,246000,246000
