Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
beef stew,0.1,550000,-,368000,0.53,-,-,-,165000,201000,246000,368000,450000,823000,550000,550000,550000,301000,165000,110000
healthy snacks,0.4,301000,-,246000,2.24,-,-,-,201000,246000,246000,301000,301000,368000,165000,201000,246000,201000,201000,165000
coconut oil,0.46,673000,-,368000,1.65,-,-,-,368000,368000,368000,450000,450000,450000,301000,301000,301000,301000,301000,301000
kombucha,0.2,301000,-,165000,0.46,-,-,-,165000,165000,165000,165000,165000,165000,135000,135000,165000,135000,165000,246000
campbells recipes,0.34,165000,-,110000,0.33,-,-,-,74000,90500,110000,110000,135000,201000,135000,201000,135000,110000,74000,90500
christmas cookies,0.2,301000,-,201000,1.03,-,-,-,9900,8100,8100,14800,18100,33100,1830000,450000,74000,27100,14800,9900
easy recipes,0.28,3350000,-,2240000,0.85,-,-,-,2240000,2240000,1830000,2240000,2240000,2740000,3350000,2740000,2240000,2240000,1830000,1830000
recipes for chicken,0.15,6120000,-,4090000,0.71,-,-,-,3350000,3350000,3350000,4090000,5000000,6120000,4090000,4090000,4090000,3350000,3350000,2740000
soup recipes,0.1,2240000,-,1500000,0.42,-,-,-,673000,823000,1000000,1500000,1830000,2740000,2240000,2240000,1830000,1220000,823000,673000
hamburger recipes,0.21,246000,-,165000,0.55,-,-,-,201000,201000,165000,201000,201000,246000,135000,165000,165000,165000,165000,165000
monkey bread,0.09,110000,-,110000,0.3,-,-,-,74000,90500,135000,90500,110000,135000,201000,135000,90500,74000,60500,49500
mojito recipe,0.08,110000,-,74000,1.19,-,-,-,135000,110000,60500,49500,33100,33100,40500,27100,33100,49500,90500,135000
cake recipes,0.12,5000000,-,2240000,0.54,-,-,-,2240000,2240000,2240000,2740000,2740000,2240000,3350000,3350000,2240000,1830000,1830000,1830000
bisquick recipes,0.13,110000,-,110000,0.28,-,-,-,74000,74000,74000,90500,110000,135000,165000,110000,110000,90500,90500,90500
pork tenderloin recipes,0.14,301000,-,201000,0.58,-,-,-,135000,135000,165000,201000,201000,301000,301000,201000,201000,165000,135000,135000
kashi,0.26,550000,-,165000,0.45,-,-,-,165000,165000,201000,201000,165000,201000,110000,135000,165000,201000,165000,165000
ina garten,0.03,368000,-,301000,0.33,-,-,-,246000,246000,301000,368000,301000,301000,368000,673000,201000,201000,165000,165000
salmon recipes,0.1,673000,-,368000,0.64,-,-,-,368000,368000,368000,450000,450000,450000,368000,301000,301000,368000,368000,368000
sugar cookies,0.14,673000,-,550000,0.79,-,-,-,301000,301000,368000,368000,550000,450000,2240000,550000,450000,301000,246000,246000
jewel osco,0.18,135000,-,135000,0.18,-,-,-,135000,135000,135000,110000,110000,135000,165000,135000,135000,110000,110000,110000
appetizers,0.25,1220000,-,823000,0.84,-,-,-,-,673000,673000,823000,1000000,823000,1830000,1220000,1000000,673000,550000,550000
cooks illustrated,0.15,165000,-,165000,0.4,-,-,-,135000,135000,135000,165000,165000,201000,246000,246000,165000,135000,135000,110000
schwans,0.12,301000,-,165000,0.23,-,-,-,165000,165000,165000,165000,165000,165000,165000,135000,135000,135000,135000,135000
cheesecake recipe,0.18,823000,-,450000,0.59,-,-,-,301000,301000,368000,368000,368000,368000,673000,1000000,368000,301000,301000,301000
aspartame,0.15,450000,-,201000,0.56,-,-,-,165000,165000,201000,201000,201000,165000,135000,201000,246000,201000,165000,165000
diabetic diet,0.85,301000,-,201000,4.37,-,-,-,201000,201000,201000,246000,201000,246000,165000,201000,201000,201000,201000,201000
vegan recipes,0.17,1000000,-,550000,0.93,-,-,-,550000,550000,550000,673000,673000,823000,673000,673000,550000,550000,450000,450000
breakfast casserole,0.16,201000,-,201000,0.91,-,-,-,165000,201000,246000,165000,165000,201000,673000,201000,165000,135000,110000,110000
salsa recipe,0.07,550000,-,368000,0.42,-,-,-,368000,368000,246000,301000,301000,368000,246000,246000,301000,450000,673000,450000
thanksgiving recipes,0.1,246000,-,201000,0.83,-,-,-,5400,4400,5400,9900,18100,22200,49500,2240000,165000,27100,9900,5400
rice krispie treat recipe,0.12,90500,-,74000,0.24,-,-,-,33100,27100,49500,33100,90500,110000,201000,110000,110000,74000,60500,74000
margarita recipe,0.28,201000,-,165000,1.32,-,-,-,201000,301000,165000,135000,110000,110000,135000,90500,90500,110000,165000,201000
sugar cookie recipe,0.12,201000,-,201000,0.75,-,-,-,110000,110000,135000,135000,201000,135000,823000,201000,165000,90500,90500,90500
crockpot recipes,0.17,1000000,-,823000,0.47,-,-,-,450000,550000,550000,823000,1000000,1500000,1220000,1220000,1220000,823000,550000,450000
zippo,0.44,1220000,-,246000,0.77,-,-,-,246000,246000,246000,246000,246000,301000,368000,301000,246000,246000,246000,246000
smoothie recipes,0.22,301000,-,201000,0.65,-,-,-,301000,246000,246000,246000,201000,301000,135000,135000,135000,165000,246000,246000
pasta recipes,0.2,1500000,-,823000,0.92,-,-,-,1000000,1000000,823000,1000000,1000000,1000000,823000,823000,823000,823000,823000,823000
m&ms,0.34,1220000,-,450000,0.95,-,-,-,450000,550000,450000,550000,673000,550000,450000,450000,550000,450000,368000,368000
beef stew recipe,0.16,201000,-,135000,0.48,-,-,-,49500,60500,74000,135000,165000,301000,201000,201000,201000,110000,60500,49500
snickerdoodle recipe,0.02,60500,-,60500,0.31,-,-,-,49500,40500,40500,49500,60500,60500,201000,74000,49500,49500,40500,40500
salad recipes,0.19,1830000,-,1220000,0.62,-,-,-,1830000,1500000,1220000,1220000,1000000,1000000,1000000,1000000,823000,1000000,1220000,1500000
pasta salad recipe,0.37,201000,-,165000,0.81,-,-,-,301000,246000,135000,110000,90500,90500,90500,90500,90500,135000,165000,301000
coconut water,0.55,201000,-,135000,1.14,-,-,-,201000,165000,135000,165000,135000,165000,90500,90500,110000,110000,135000,135000
mrs fields,0.24,110000,-,74000,0.45,-,-,-,74000,74000,74000,74000,110000,90500,135000,90500,74000,60500,60500,49500
bw3,0.12,74000,-,74000,0.23,-,-,-,60500,60500,74000,90500,74000,90500,74000,74000,74000,74000,60500,49500
rice krispie treats,0.13,301000,-,246000,0.27,-,-,-,246000,201000,368000,246000,246000,246000,450000,246000,301000,201000,201000,201000
grocery list,0.25,246000,-,165000,0.7,-,-,-,165000,201000,165000,201000,165000,246000,135000,165000,165000,165000,165000,165000
zucchini bread,0.08,165000,-,135000,0.5,-,-,-,135000,60500,49500,40500,40500,49500,60500,74000,135000,246000,368000,368000
king arthur flour,0.22,74000,-,74000,0.22,-,-,-,60500,60500,60500,74000,74000,90500,110000,110000,74000,60500,49500,40500
zucchini recipes,0.05,246000,-,165000,0.54,-,-,-,201000,110000,90500,74000,74000,90500,60500,74000,135000,246000,450000,550000
oregon trail game,0.29,110000,-,90500,0.24,-,-,-,-,110000,110000,135000,135000,110000,74000,90500,90500,74000,90500,74000
mexican recipes,0.16,450000,-,368000,0.65,-,-,-,301000,450000,368000,368000,368000,368000,368000,301000,301000,301000,246000,246000
fondant,0.17,1830000,-,450000,0.45,-,-,-,550000,550000,550000,550000,550000,550000,368000,450000,450000,450000,550000,450000
twice baked potatoes,0.06,90500,-,74000,0.38,-,-,-,60500,60500,90500,74000,90500,90500,165000,110000,74000,60500,49500,49500
low carb recipes,0.29,246000,-,165000,0.8,-,-,-,165000,165000,165000,246000,201000,301000,110000,135000,135000,135000,165000,135000
apple crisp recipe,0.08,110000,-,90500,0.3,-,-,-,33100,33100,33100,49500,49500,74000,74000,165000,246000,165000,49500,33100
turkey recipes,0.08,673000,-,550000,0.58,-,-,-,301000,301000,368000,368000,368000,550000,673000,2740000,368000,301000,246000,246000
betty crocker recipes,0.17,110000,-,90500,0.2,-,-,-,90500,74000,90500,90500,90500,110000,165000,110000,74000,60500,49500,60500
dinner recipes,0.37,1220000,-,823000,0.86,-,-,-,823000,823000,823000,1000000,1000000,1000000,1000000,1000000,823000,673000,673000,673000
bisquick,0.12,368000,-,301000,0.3,-,-,-,246000,246000,246000,301000,301000,368000,450000,368000,301000,301000,246000,246000
potato soup recipe,0.16,165000,-,135000,0.42,-,-,-,40500,49500,60500,110000,135000,246000,246000,201000,165000,90500,49500,40500
halloween recipes,0.12,201000,-,165000,0.59,-,-,-,5400,4400,4400,5400,6600,5400,8100,18100,1500000,201000,33100,9900
chicken pot pie recipe,0.18,90500,-,74000,0.55,-,-,-,33100,40500,49500,74000,90500,135000,110000,110000,110000,74000,40500,27100
foie gras,0.14,823000,-,74000,0.76,-,-,-,74000,74000,74000,74000,74000,90500,110000,90500,74000,90500,60500,74000
brownie recipe,0.07,450000,-,246000,0.96,-,-,-,-,246000,246000,246000,301000,246000,301000,246000,201000,201000,201000,201000
turducken,0.36,74000,-,60500,0.76,-,-,-,12100,12100,18100,18100,18100,22200,135000,368000,49500,27100,12100,9900
shari s berries,0.34,49500,-,49500,0.4,-,-,-,33100,110000,49500,33100,165000,33100,74000,18100,18100,14800,14800,12100
pulled pork recipe,0.07,135000,-,90500,0.79,-,-,-,135000,110000,74000,90500,110000,110000,90500,74000,90500,90500,90500,110000
light bulbs,0.64,4090000,-,2240000,1.24,-,-,-,1830000,1830000,1830000,2740000,2740000,3350000,3350000,2740000,2240000,1830000,1830000,1500000
baked chicken recipes,0.12,246000,-,201000,0.53,-,-,-,-,201000,201000,246000,301000,368000,201000,201000,201000,201000,165000,165000
duracell mygrid,0.63,90500,-,49500,0.44,-,-,-,2900,2900,4400,6600,9900,22200,201000,165000,110000,1900,1900,880
yoplait,0.3,201000,-,135000,0.72,-,-,-,135000,165000,165000,201000,165000,201000,60500,60500,90500,90500,74000,74000
mre,0.53,450000,-,165000,1.14,-,-,-,165000,165000,201000,301000,201000,201000,135000,165000,135000,135000,135000,135000
breakfast recipes,0.29,550000,-,301000,1.6,-,-,-,301000,301000,301000,368000,301000,368000,450000,301000,301000,301000,246000,246000
casserole recipes,0.18,673000,-,550000,0.67,-,-,-,368000,368000,550000,450000,450000,550000,823000,1000000,450000,368000,368000,301000
oatmeal cookies,0.08,450000,-,368000,0.92,-,-,-,301000,301000,301000,368000,450000,450000,673000,368000,368000,301000,301000,246000
pressure washer,0.8,1000000,-,673000,1.52,-,-,-,1000000,1000000,673000,673000,550000,450000,368000,450000,550000,550000,673000,673000
pork loin recipes,0.14,301000,-,201000,0.6,-,-,-,135000,165000,165000,201000,201000,301000,301000,201000,201000,165000,165000,135000
bread machine recipes,0.08,201000,-,135000,0.38,-,-,-,90500,90500,110000,135000,135000,201000,165000,165000,135000,110000,90500,90500
kefir,0.22,673000,-,110000,1.06,-,-,-,135000,135000,135000,165000,135000,135000,90500,90500,110000,90500,90500,90500
pillsbury recipes,0.25,90500,-,90500,0.31,-,-,-,49500,49500,60500,60500,90500,135000,246000,165000,60500,49500,33100,33100
nopalea,0.92,60500,-,49500,3.73,-,-,-,74000,74000,60500,49500,40500,49500,40500,40500,49500,49500,33100,27100
drink recipes,0.18,823000,-,450000,1,-,-,-,550000,450000,450000,550000,450000,450000,673000,450000,450000,368000,368000,550000
turkey brine,0.05,165000,-,135000,0.26,-,-,-,12100,12100,27100,22200,33100,40500,201000,1220000,33100,14800,9900,9900
vegan diet,0.33,246000,-,135000,0.93,-,-,-,135000,135000,165000,201000,201000,165000,110000,135000,135000,135000,135000,110000
clorox,0.31,246000,-,165000,1.32,-,-,-,201000,201000,165000,201000,165000,165000,135000,165000,165000,165000,165000,135000
juicer,0.58,1000000,-,550000,0.82,-,-,-,450000,550000,550000,550000,673000,823000,673000,550000,450000,450000,450000,450000
argan oil,0.75,165000,-,90500,1.03,-,-,-,110000,110000,110000,110000,90500,110000,74000,74000,60500,74000,60500,49500
chex mix recipe,0.1,49500,-,49500,0.27,-,-,-,18100,18100,18100,22200,33100,49500,246000,90500,40500,27100,22200,22200
stop and shop circular,0.12,33100,-,33100,0.1,-,-,-,49500,49500,49500,40500,33100,33100,27100,27100,14800,9900,9900,22200
steak recipes,0.08,1500000,-,823000,0.52,-,-,-,673000,823000,673000,1000000,1000000,1220000,1000000,1000000,1000000,823000,673000,673000
bonefish grill menu,0.12,27100,-,27100,0.13,-,-,-,27100,27100,27100,27100,33100,33100,27100,22200,22200,22200,22200,18100
broccoli casserole,0.05,165000,-,135000,0.51,-,-,-,74000,90500,135000,110000,110000,135000,301000,450000,110000,90500,74000,60500
tuna casserole,0.22,135000,-,110000,0.5,-,-,-,90500,110000,135000,165000,135000,165000,110000,135000,135000,110000,90500,74000
maltodextrin,0.09,110000,-,49500,0.61,-,-,-,49500,49500,49500,60500,49500,60500,40500,49500,49500,49500,40500,40500
cheesecake recipes,0.19,823000,-,450000,0.58,-,-,-,301000,301000,368000,368000,368000,368000,673000,1000000,368000,301000,301000,301000
chicken casserole,0.1,450000,-,301000,0.7,-,-,-,246000,301000,301000,368000,368000,450000,301000,368000,368000,301000,246000,201000
prosecco,0.16,301000,-,60500,1.03,-,-,-,74000,60500,60500,49500,60500,60500,135000,74000,49500,49500,49500,49500
bloody mary recipe,0.2,40500,-,33100,0.88,-,-,-,40500,40500,40500,33100,33100,40500,49500,40500,33100,33100,27100,33100
mixed drinks,0.19,301000,-,201000,1.04,-,-,-,201000,201000,201000,201000,201000,246000,301000,201000,201000,201000,165000,246000
swiffer,0.62,201000,-,135000,0.98,-,-,-,135000,135000,135000,135000,135000,165000,110000,135000,165000,135000,135000,135000
led light bulbs,0.97,246000,-,165000,1.18,-,-,-,135000,135000,135000,165000,165000,201000,301000,301000,165000,135000,110000,110000
waldorf salad,0.17,60500,-,40500,0.25,-,-,-,33100,33100,40500,27100,27100,33100,60500,90500,40500,27100,27100,27100
grapefruit diet,0.14,49500,-,33100,0.38,-,-,-,33100,33100,40500,49500,49500,60500,27100,27100,27100,27100,27100,27100
healthy dinner recipes,0.48,135000,-,90500,0.93,-,-,-,90500,90500,90500,110000,110000,135000,60500,74000,74000,74000,74000,74000
chex mix,0.21,110000,-,110000,0.3,-,-,-,74000,60500,60500,74000,90500,110000,450000,201000,110000,74000,49500,49500
artichoke dip,0.06,165000,-,165000,0.38,-,-,-,110000,110000,135000,110000,201000,165000,450000,246000,135000,110000,90500,90500
kobe beef,0.55,90500,-,49500,1.5,-,-,-,40500,49500,40500,49500,49500,49500,49500,40500,40500,49500,40500,40500
agave nectar,0.35,90500,-,60500,1.29,-,-,-,74000,74000,74000,74000,74000,90500,49500,60500,60500,60500,60500,60500
ghost pepper,0.5,74000,-,60500,0.37,-,-,-,60500,49500,49500,49500,74000,74000,90500,60500,74000,60500,49500,49500
broccoli cheese soup,0.11,90500,-,74000,0.32,-,-,-,33100,40500,49500,74000,90500,135000,110000,110000,90500,60500,33100,27100
grilled chicken recipes,0.19,110000,-,74000,0.76,-,-,-,135000,110000,74000,74000,74000,74000,40500,40500,60500,74000,90500,110000
tuna noodle casserole,0.22,49500,-,49500,0.49,-,-,-,33100,40500,49500,74000,60500,74000,49500,49500,49500,40500,33100,27100
fish recipes,0.09,823000,-,450000,0.68,-,-,-,450000,450000,450000,550000,450000,550000,368000,301000,368000,368000,368000,368000
food storage,0.77,246000,-,201000,1.42,-,-,-,165000,165000,201000,301000,246000,246000,201000,301000,135000,135000,135000,135000
appetizers for parties,0.46,40500,-,40500,1.15,-,-,-,22200,18100,12100,18100,40500,40500,110000,60500,40500,27100,22200,27100
mold removal,0.79,201000,-,165000,10.64,-,-,-,165000,135000,110000,165000,201000,201000,135000,135000,165000,135000,165000,135000
green tea benefits,0.18,135000,-,60500,0.98,-,-,-,60500,60500,74000,74000,74000,74000,49500,49500,49500,49500,40500,40500
poland spring,0.34,60500,-,60500,1.22,-,-,-,74000,74000,60500,74000,60500,60500,49500,49500,49500,49500,49500,60500
stir fry recipes,0.1,246000,-,135000,0.64,-,-,-,110000,110000,110000,165000,165000,201000,90500,110000,110000,110000,110000,90500
spinach artichoke dip,0.03,110000,-,90500,0.44,-,-,-,60500,60500,74000,74000,135000,110000,246000,135000,90500,60500,49500,49500
raw food diet,0.25,110000,-,74000,1.09,-,-,-,90500,74000,74000,90500,90500,90500,74000,74000,74000,74000,74000,74000
chicken enchilada recipe,0.21,74000,-,60500,0.86,-,-,-,49500,74000,60500,74000,74000,90500,60500,60500,60500,60500,49500,49500
high protein foods,0.29,246000,-,135000,0.67,-,-,-,135000,135000,135000,165000,135000,165000,90500,110000,110000,110000,110000,110000
easy chicken recipes,0.28,301000,-,246000,0.73,-,-,-,201000,201000,201000,246000,246000,368000,201000,246000,246000,201000,201000,165000
dairy queen menu,0.18,40500,-,33100,0.1,-,-,-,60500,60500,49500,40500,27100,27100,18100,22200,27100,27100,33100,33100
rice crispy treats,0.13,301000,-,246000,0.27,-,-,-,246000,201000,301000,246000,246000,246000,450000,246000,301000,201000,165000,201000
duncan hines,0.22,110000,-,90500,0.58,-,-,-,110000,135000,135000,110000,110000,110000,110000,90500,74000,60500,49500,49500
diabetic recipes,0.79,165000,-,110000,2.85,-,-,-,110000,110000,110000,135000,110000,135000,135000,135000,110000,110000,110000,110000
italian recipes,0.15,550000,-,368000,0.65,-,-,-,301000,368000,368000,450000,450000,450000,550000,368000,368000,368000,301000,301000
high fructose corn syrup,0.15,110000,-,110000,2.89,-,-,-,74000,90500,110000,110000,90500,90500,74000,110000,135000,165000,90500,74000
easy dinner recipes,0.47,201000,-,165000,1.01,-,-,-,165000,165000,135000,165000,165000,201000,165000,165000,165000,165000,165000,135000
spinach dip,0.09,246000,-,201000,0.39,-,-,-,135000,135000,135000,135000,246000,201000,450000,301000,165000,135000,110000,110000
ben and jerrys,0.03,368000,-,165000,0.25,-,-,-,201000,201000,368000,301000,135000,110000,74000,110000,135000,135000,135000,135000
everyday food,0.26,90500,-,74000,0.5,-,-,-,60500,60500,60500,74000,74000,90500,74000,90500,90500,90500,60500,60500
green bean casserole recipe,0.06,49500,-,49500,0.58,-,-,-,9900,12100,40500,14800,14800,18100,110000,301000,12100,8100,9900,8100
low calorie recipes,0.27,246000,-,165000,0.78,-,-,-,165000,165000,165000,201000,201000,301000,110000,135000,135000,135000,135000,135000
cake decorating,0.49,1000000,-,368000,1.54,-,-,-,368000,368000,368000,450000,450000,450000,301000,368000,368000,368000,368000,450000
soda stream,0.49,368000,-,110000,0.72,-,-,-,110000,110000,90500,90500,90500,165000,301000,246000,60500,40500,49500,74000
dairy queen locations,0.41,33100,-,27100,0.17,-,-,-,27100,22200,22200,22200,18100,22200,18100,22200,27100,33100,49500,49500
potato recipes,0.12,1500000,-,1000000,0.55,-,-,-,673000,823000,1000000,823000,823000,1220000,1500000,2240000,1000000,823000,673000,673000
yerba mate,0.36,246000,-,60500,0.77,-,-,-,60500,60500,60500,74000,74000,74000,60500,60500,74000,60500,60500,60500
duracell,0.52,550000,-,201000,0.83,-,-,-,110000,110000,110000,135000,135000,165000,450000,450000,301000,110000,110000,110000
fudge recipe,0.11,246000,-,165000,0.5,-,-,-,74000,74000,74000,90500,110000,135000,823000,201000,110000,90500,74000,74000
pumpkin cheesecake,0.11,110000,-,110000,0.66,-,-,-,8100,8100,9900,12100,14800,22200,135000,823000,246000,60500,14800,6600
food network magazine,0.48,33100,-,33100,1.37,-,-,-,33100,33100,33100,40500,33100,33100,40500,40500,33100,27100,27100,22200
rechargeable batteries,0.8,368000,-,201000,1.11,-,-,-,165000,165000,165000,201000,201000,246000,246000,201000,165000,165000,165000,165000
baked pork chops,0.07,135000,-,135000,0.4,-,-,-,90500,110000,110000,165000,165000,201000,110000,135000,135000,110000,90500,74000
frozen yogurt,0.21,450000,-,301000,1.29,-,-,-,450000,368000,368000,368000,246000,246000,165000,201000,246000,246000,301000,368000
easy appetizers,0.44,135000,-,110000,0.91,-,-,-,90500,90500,90500,110000,110000,110000,246000,135000,110000,110000,90500,90500
kevin trudeau,0.2,74000,-,49500,0.92,-,-,-,49500,40500,40500,49500,49500,49500,49500,49500,49500,60500,60500,60500
beef jerky,0.36,246000,-,165000,0.89,-,-,-,165000,165000,165000,165000,165000,201000,246000,201000,165000,165000,135000,135000
appetizer recipes,0.3,823000,-,673000,0.88,-,-,-,450000,550000,550000,550000,673000,673000,1500000,1000000,823000,550000,368000,450000
oolong tea,0.56,90500,-,49500,1.85,-,-,-,40500,40500,40500,49500,60500,90500,90500,40500,60500,49500,33100,27100
garretts popcorn,0.17,40500,-,33100,0.29,-,-,-,27100,27100,27100,27100,33100,33100,90500,49500,27100,22200,22200,22200
white chicken chili,0.18,74000,-,74000,0.45,-,-,-,22200,27100,33100,60500,110000,165000,110000,110000,135000,60500,22200,14800
snapple,0.19,135000,-,110000,0.51,-,-,-,135000,165000,135000,135000,110000,110000,90500,110000,110000,110000,110000,110000
lunch ideas,0.35,301000,-,165000,1.19,-,-,-,201000,165000,165000,165000,165000,201000,110000,135000,165000,201000,246000,165000
muffins,0.08,4090000,-,1220000,0.85,-,-,-,1220000,1220000,1220000,1500000,1220000,1500000,1000000,1500000,1500000,1220000,1000000,1000000
dutch oven recipes,0.12,60500,-,49500,0.49,-,-,-,60500,49500,40500,49500,40500,74000,60500,49500,49500,49500,49500,60500
healthy chicken recipes,0.29,110000,-,90500,0.75,-,-,-,90500,90500,90500,110000,110000,135000,49500,60500,74000,60500,60500,60500
oatmeal cookie recipe,0.09,110000,-,90500,0.82,-,-,-,74000,74000,74000,90500,90500,110000,165000,90500,90500,74000,74000,60500
lederhosen,0.45,301000,-,40500,0.46,-,-,-,27100,27100,22200,27100,27100,27100,27100,27100,110000,90500,33100,27100
oatmeal raisin cookies,0.07,90500,-,60500,0.68,-,-,-,49500,49500,49500,74000,74000,74000,110000,60500,60500,49500,40500,40500
publix locations,0.16,27100,-,27100,0.44,-,-,-,22200,22200,22200,22200,33100,49500,40500,40500,27100,22200,18100,9900
chicken marsala recipe,0.13,40500,-,40500,0.96,-,-,-,27100,27100,27100,40500,40500,60500,49500,49500,49500,40500,40500,33100
crab cakes,0.18,246000,-,201000,0.76,-,-,-,201000,201000,201000,201000,201000,201000,301000,165000,165000,165000,201000,201000
spices,0.23,5000000,-,1830000,0.76,-,-,-,1830000,1830000,1830000,2240000,1830000,2240000,2240000,2240000,2240000,2240000,1830000,1500000
christmas cookie recipes,0.14,90500,-,60500,1.01,-,-,-,1600,1600,1600,2900,2900,5400,550000,110000,14800,5400,2900,1900
martini recipes,0.15,135000,-,110000,1.49,-,-,-,90500,90500,90500,90500,110000,110000,201000,110000,90500,74000,74000,90500
scalloped potatoes recipe,0.06,60500,-,40500,0.48,-,-,-,22200,27100,90500,27100,27100,49500,135000,60500,40500,33100,27100,22200
pulled pork slow cooker,0.08,60500,-,49500,0.67,-,-,-,49500,40500,40500,40500,60500,74000,49500,49500,60500,49500,40500,49500
pumpkin cheesecake recipe,0.14,40500,-,33100,0.57,-,-,-,2400,1900,2400,2900,2900,5400,40500,301000,74000,14800,3600,2400
low fat recipes,0.25,368000,-,201000,0.78,-,-,-,165000,165000,165000,246000,246000,368000,165000,201000,201000,201000,201000,201000
pistachios,0.27,301000,-,201000,0.97,-,-,-,201000,201000,201000,246000,201000,246000,301000,246000,135000,135000,135000,135000
oven fried chicken,0.09,60500,-,49500,0.35,-,-,-,49500,49500,49500,60500,60500,74000,49500,49500,49500,49500,40500,33100
pasties,0.18,301000,-,110000,0.39,-,-,-,90500,90500,90500,110000,110000,135000,110000,110000,110000,90500,90500,90500
albertsons locations,0.16,22200,-,22200,0.15,-,-,-,14800,14800,12100,9900,18100,33100,40500,33100,27100,22200,22200,18100
mangosteen,0.57,135000,-,40500,0.88,-,-,-,40500,40500,40500,49500,49500,49500,40500,40500,40500,40500,40500,40500
velveeta,0.21,165000,-,165000,0.49,-,-,-,110000,135000,135000,135000,201000,201000,246000,201000,165000,135000,90500,90500
recipes by ingredients,0.11,246000,-,135000,0.63,-,-,-,135000,135000,135000,165000,165000,201000,165000,165000,135000,110000,110000,110000
fruit pizza,0.14,60500,-,49500,0.32,-,-,-,74000,74000,60500,40500,40500,33100,40500,33100,27100,33100,40500,74000
pina colada recipe,0.23,49500,-,27100,0.78,-,-,-,49500,40500,33100,27100,22200,22200,22200,18100,18100,22200,33100,49500
punch recipes,0.22,201000,-,135000,0.53,-,-,-,135000,165000,135000,135000,110000,110000,301000,135000,201000,110000,110000,110000
pork roast recipe,0.12,165000,-,110000,0.5,-,-,-,74000,90500,110000,135000,135000,201000,201000,110000,110000,90500,60500,60500
storage containers,1,450000,-,301000,3.31,-,-,-,301000,246000,246000,368000,301000,368000,301000,301000,246000,246000,246000,246000
chicken and rice casserole,0.07,90500,-,74000,0.6,-,-,-,60500,60500,74000,90500,90500,110000,74000,90500,90500,74000,60500,40500
chicken stir fry,0.09,165000,-,90500,0.55,-,-,-,90500,90500,90500,110000,110000,135000,60500,74000,74000,74000,74000,60500
cheesy potatoes,0.15,74000,-,74000,0.41,-,-,-,49500,49500,110000,49500,49500,60500,165000,90500,49500,49500,40500,40500
